,name_x,searched_longitude,searched_latitude,number of bikes,name_y,location,rating,distance,review_count,price
211,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,1285.9546711714129,229,€€
212,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,IL Vicoletto,5 Crow Street,4.5,1445.00844349646,131,€€€
213,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,The Bank on College Green,20-22 College Green,4.4,1421.9290550502697,441,€€€
214,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,Bleecker Street Cafe Bar,68 Dorset Street,4.6,515.8425572600726,58,€€
215,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,Darkey Kellys,Hotel Harding,4.6,1690.748292946493,263,€€
216,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,F.X.Buckley,2 Crow Street,4.6,1434.9468904686262,120,€€€
217,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,Pichet,14-15 Trinity Street,4.3,1456.6490460536988,116,€€€
218,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,Bunsen,22 Essex Street E,4.5,1350.3313283494997,215,€€
219,MOUNTJOY SQUARE EAST,-6.256359,53.356717,40,Kimchi Hophouse,160-161 Parnell Street,4.0,505.48325060189126,154,€€
220,KILMAINHAM LANE,-6.305085,53.341805,30,Union8,740 S Circular Road,4.1,186.1309798521597,55,€€
221,KILMAINHAM LANE,-6.305085,53.341805,30,La Dolce Vita,760 S Circular Road,3.9,163.22752504346764,44,€€
222,KILMAINHAM LANE,-6.305085,53.341805,30,L Mulligan Grocer,18 Stoneybatter,4.3,1826.586611859264,215,€€
223,KILMAINHAM LANE,-6.305085,53.341805,30,The Patriot Inn,760 South Circular Road,3.6,175.32111345716385,43,€€
224,KILMAINHAM LANE,-6.305085,53.341805,30,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1027.6867671034006,66,€€
225,KILMAINHAM LANE,-6.305085,53.341805,30,Kilmainham Gaol,Inchicore Rd,4.7,322.7758319383295,269,
226,KILMAINHAM LANE,-6.305085,53.341805,30,LimeTree Cafe,Kilmainham Square,4.3,337.87839088176975,44,€€
227,KILMAINHAM LANE,-6.305085,53.341805,30,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1015.5986606755728,97,€€
228,KILMAINHAM LANE,-6.305085,53.341805,30,Guinness Storehouse,St James's Gate,4.2,1231.204648310974,1830,€€
229,KILMAINHAM LANE,-6.305085,53.341805,30,Slice,56 Manor Street Place,4.3,1789.2029722768084,49,€€
230,FRANCIS STREET,-6.275233,53.342081,30,The Brazen Head,20 Bridge Street Lower,4.2,329.42347039348834,906,€€€
231,FRANCIS STREET,-6.275233,53.342081,30,The Boxty House,20-21 Temple Bar,4.3,954.1631787209428,1231,€€€
232,FRANCIS STREET,-6.275233,53.342081,30,Darkey Kellys,Hotel Harding,4.6,397.50254593236616,263,€€
233,FRANCIS STREET,-6.275233,53.342081,30,Bull & Castle,5-7 Lord Edward Street,4.1,361.4820924298713,294,€€€
234,FRANCIS STREET,-6.275233,53.342081,30,The Old Mill Restaurant,14 Temple Bar Square,4.5,919.198225476512,229,€€
235,FRANCIS STREET,-6.275233,53.342081,30,IL Vicoletto,5 Crow Street,4.5,806.4894397698781,131,€€€
236,FRANCIS STREET,-6.275233,53.342081,30,The Pig's Ear,4 Nassau Street,4.3,1359.3621194401517,238,€€€
237,FRANCIS STREET,-6.275233,53.342081,30,F.X.Buckley,2 Crow Street,4.6,805.1218699391169,120,€€€
238,FRANCIS STREET,-6.275233,53.342081,30,L Mulligan Grocer,18 Stoneybatter,4.3,1150.1047323977546,215,€€
239,FRANCIS STREET,-6.275233,53.342081,30,Pichet,14-15 Trinity Street,4.3,877.0321510261239,116,€€€
240,GRATTAN STREET,-6.243778,53.339629,23,The Boxty House,20-21 Temple Bar,4.3,1398.8689250723576,1231,€€€
241,GRATTAN STREET,-6.243778,53.339629,23,The Pig's Ear,4 Nassau Street,4.3,787.2573238694459,238,€€€
242,GRATTAN STREET,-6.243778,53.339629,23,The Old Mill Restaurant,14 Temple Bar Square,4.5,1444.0933346812687,229,€€
243,GRATTAN STREET,-6.243778,53.339629,23,The Schoolhouse Bar & Restaurant,2-8 Northumberland Rd,3.8,381.3307590657933,67,€€
244,GRATTAN STREET,-6.243778,53.339629,23,The Bank on College Green,20-22 College Green,4.4,1284.8509050760435,441,€€€
245,GRATTAN STREET,-6.243778,53.339629,23,IL Vicoletto,5 Crow Street,4.5,1434.0945093529915,131,€€€
246,GRATTAN STREET,-6.243778,53.339629,23,Featherblade,51B Dawson Street,4.4,995.4943900256254,122,€€
247,GRATTAN STREET,-6.243778,53.339629,23,FX Buckley,1A Lower Pembroke St,4.3,560.4442558110208,95,€€€
248,GRATTAN STREET,-6.243778,53.339629,23,F.X.Buckley,2 Crow Street,4.6,1444.7466753742292,120,€€€
249,GRATTAN STREET,-6.243778,53.339629,23,Pichet,14-15 Trinity Street,4.3,1338.8366549159534,116,€€€
250,HIGH STREET,-6.275071,53.343565,29,The Brazen Head,20 Bridge Street Lower,4.2,177.20295251870797,906,€€€
251,HIGH STREET,-6.275071,53.343565,29,The Boxty House,20-21 Temple Bar,4.3,886.3641243061965,1231,€€€
252,HIGH STREET,-6.275071,53.343565,29,Darkey Kellys,Hotel Harding,4.6,333.05406639118684,263,€€
253,HIGH STREET,-6.275071,53.343565,29,Bull & Castle,5-7 Lord Edward Street,4.1,320.3544743914413,294,€€€
254,HIGH STREET,-6.275071,53.343565,29,The Old Mill Restaurant,14 Temple Bar Square,4.5,846.8014857218287,229,€€
255,HIGH STREET,-6.275071,53.343565,29,IL Vicoletto,5 Crow Street,4.5,756.7209904551455,131,€€€
256,HIGH STREET,-6.275071,53.343565,29,Pichet,14-15 Trinity Street,4.3,838.3669541265707,116,€€€
257,HIGH STREET,-6.275071,53.343565,29,The Pig's Ear,4 Nassau Street,4.3,1355.6828447363137,238,€€€
258,HIGH STREET,-6.275071,53.343565,29,Bunsen,22 Essex Street E,4.5,736.764504210484,215,€€
259,HIGH STREET,-6.275071,53.343565,29,The Bank on College Green,20-22 College Green,4.4,905.924898447579,441,€€€
260,MERRION SQUARE EAST,-6.246548,53.339434,30,The Boxty House,20-21 Temple Bar,4.3,1253.126233929322,1231,€€€
261,MERRION SQUARE EAST,-6.246548,53.339434,30,FX Buckley,1A Lower Pembroke St,4.3,392.3148009861329,95,€€€
262,MERRION SQUARE EAST,-6.246548,53.339434,30,The Pig's Ear,4 Nassau Street,4.3,631.4980583356771,238,€€€
263,MERRION SQUARE EAST,-6.246548,53.339434,30,The Old Mill Restaurant,14 Temple Bar Square,4.5,1297.275690891584,229,€€
264,MERRION SQUARE EAST,-6.246548,53.339434,30,IL Vicoletto,5 Crow Street,4.5,1275.1599081344557,131,€€€
265,MERRION SQUARE EAST,-6.246548,53.339434,30,The Bank on College Green,20-22 College Green,4.4,1129.352624054309,441,€€€
266,MERRION SQUARE EAST,-6.246548,53.339434,30,Featherblade,51B Dawson Street,4.4,823.6639571278147,122,€€
267,MERRION SQUARE EAST,-6.246548,53.339434,30,F.X.Buckley,2 Crow Street,4.6,1286.464639819304,120,€€€
268,MERRION SQUARE EAST,-6.246548,53.339434,30,Pichet,14-15 Trinity Street,4.3,1179.7935377933748,116,€€€
269,MERRION SQUARE EAST,-6.246548,53.339434,30,Pearl Brasserie,20 Upper Merrion Street,4.5,455.0771153105262,74,€€€
270,HARCOURT TERRACE,-6.257942,53.332763,20,The Boxty House,20-21 Temple Bar,4.3,1468.3592370984063,1231,€€€
271,HARCOURT TERRACE,-6.257942,53.332763,20,The Pig's Ear,4 Nassau Street,4.3,1081.3044933660126,238,€€€
272,HARCOURT TERRACE,-6.257942,53.332763,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,1489.6083369499463,229,€€
273,HARCOURT TERRACE,-6.257942,53.332763,20,The Sussex,8/9 Sussex Terrace,4.7,445.9263371923004,53,€€€
274,HARCOURT TERRACE,-6.257942,53.332763,20,The Bank on College Green,20-22 College Green,4.4,1304.182708194356,441,€€€
275,HARCOURT TERRACE,-6.257942,53.332763,20,IL Vicoletto,5 Crow Street,4.5,1361.434147037674,131,€€€
276,HARCOURT TERRACE,-6.257942,53.332763,20,Pichet,14-15 Trinity Street,4.3,1300.0542793058687,116,€€€
277,HARCOURT TERRACE,-6.257942,53.332763,20,Featherblade,51B Dawson Street,4.4,989.134951822972,122,€€
278,HARCOURT TERRACE,-6.257942,53.332763,20,House,27 Lower Leeson Street,4.0,245.6399168647622,59,€€€
279,HARCOURT TERRACE,-6.257942,53.332763,20,Darkey Kellys,Hotel Harding,4.6,1478.5869205798988,263,€€
280,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Ryans Of Parkgate Street,28 Parkgate Street,4.4,93.55145160774016,66,€€
281,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,109.22842072106438,97,€€
282,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,L Mulligan Grocer,18 Stoneybatter,4.3,757.0075088022752,215,€€
283,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Darkey Kellys,Hotel Harding,4.6,1545.1643100885467,263,€€
284,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,The Brazen Head,20 Bridge Street Lower,4.2,1114.2882880993093,906,€€€
285,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Bull & Castle,5-7 Lord Edward Street,4.1,1551.6060786669675,294,€€€
286,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Fish Shop,76 Benburb Street,4.6,697.5244894462929,62,
287,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Arthur's Pub,28 Thomas Street,4.3,866.1727794180507,92,€€
288,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1500.9909222207211,209,€€
289,HEUSTON BRIDGE (NORTH),-6.292432,53.347802,40,Guinness Storehouse,St James's Gate,4.2,763.9857313193743,1830,€€
290,LEINSTER STREET SOUTH,-6.254485,53.34218,30,The Pig's Ear,4 Nassau Street,4.3,22.612903715426185,238,€€€
291,LEINSTER STREET SOUTH,-6.254485,53.34218,30,Featherblade,51B Dawson Street,4.4,265.3497046794319,122,€€
292,LEINSTER STREET SOUTH,-6.254485,53.34218,30,The Boxty House,20-21 Temple Bar,4.3,646.7332113865937,1231,€€€
293,LEINSTER STREET SOUTH,-6.254485,53.34218,30,Dunne & Crescenzi,14 St Frederick Street,4.1,135.25313520307998,105,€€
294,LEINSTER STREET SOUTH,-6.254485,53.34218,30,One Pico,5-6 Molesworth Place,4.6,271.3736403691569,38,€€€€
295,LEINSTER STREET SOUTH,-6.254485,53.34218,30,The Porterhouse Central,45-47 Nassau Street,3.8,303.32066174392656,149,€€
296,LEINSTER STREET SOUTH,-6.254485,53.34218,30,The Bank on College Green,20-22 College Green,4.4,520.7748212951615,441,€€€
297,LEINSTER STREET SOUTH,-6.254485,53.34218,30,The Old Mill Restaurant,14 Temple Bar Square,4.5,690.0046256032324,229,€€
298,LEINSTER STREET SOUTH,-6.254485,53.34218,30,Marco Pierre White,51 Dawson Street,3.8,266.5618743664956,88,€€€
299,LEINSTER STREET SOUTH,-6.254485,53.34218,30,Pichet,14-15 Trinity Street,4.3,573.5156230043115,116,€€€
300,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,The Boxty House,20-21 Temple Bar,4.3,1563.9429630906902,1231,€€€
301,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,L Mulligan Grocer,18 Stoneybatter,4.3,583.6252162933918,215,€€
302,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,The Old Mill Restaurant,14 Temple Bar Square,4.5,1524.4647088209852,229,€€
303,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,IL Vicoletto,5 Crow Street,4.5,1600.2999622073298,131,€€€
304,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,The Bank on College Green,20-22 College Green,4.4,1713.8416554701453,441,€€€
305,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,Darkey Kellys,Hotel Harding,4.6,1448.0054568550495,263,€€
306,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,F.X.Buckley,2 Crow Street,4.6,1586.2324653063852,120,€€€
307,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,Pichet,14-15 Trinity Street,4.3,1685.3530805093185,116,€€€
308,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,Bunsen,22 Essex Street E,4.5,1475.3425196512453,215,€€
309,GRANGEGORMAN LOWER (NORTH),-6.278378,53.355954,36,Klaw,5A Crown Alley,4.4,1573.153122289197,180,€€
310,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Richmond,43 Richmond Street South,4.7,84.06685937401986,40,€€€
311,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Viva,27 South Richmond Street,4.6,78.83246955239234,46,€€
312,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Rotana Café,31 South Richmond Street,3.8,68.55175552937847,55,€€
313,PORTOBELLO HARBOUR,-6.265163,53.330362,30,The Pig's Ear,4 Nassau Street,4.3,1496.396004404708,238,€€€
314,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Featherblade,51B Dawson Street,4.4,1333.914404735566,122,€€
315,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Darkey Kellys,Hotel Harding,4.6,1541.409794610875,263,€€
316,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Las Tapas de Lola,12 Wexford Street,4.5,734.8825284616161,121,€€
317,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Damascus Gate,10 Camden Street Upper,3.9,282.0460483029678,52,€€
318,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Camden Kitchen,3A Camden Market,4.4,422.07472131537975,63,€€
319,PORTOBELLO HARBOUR,-6.265163,53.330362,30,Asahi Asian Street Food,33 Charlemont Street,4.8,268.85625821141025,12,€€
320,THE POINT,-6.230852,53.346867,40,Paulie's Pizza,58 Grand Canal Street,4.5,1074.1597596855436,185,€€
321,THE POINT,-6.230852,53.346867,40,FX Buckley,1A Lower Pembroke St,4.3,1722.1583632430688,95,€€€
322,THE POINT,-6.230852,53.346867,40,Pearl Brasserie,20 Upper Merrion Street,4.5,1756.001404033859,74,€€€
323,THE POINT,-6.230852,53.346867,40,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1696.3537876137943,99,€€
324,THE POINT,-6.230852,53.346867,40,The Old Spot,14 Bath Avenue,4.5,1069.781562424556,48,€€€
325,THE POINT,-6.230852,53.346867,40,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1745.2563049625223,178,€€€
326,THE POINT,-6.230852,53.346867,40,Brookwood,141 Baggot Street Lower,4.2,1768.563036978922,61,€€€
327,THE POINT,-6.230852,53.346867,40,The Marker Hotel,Grand Canal Square,4.1,606.1823851283111,86,€€€
328,THE POINT,-6.230852,53.346867,40,Dice Bar,79 Queen Street,4.0,276.8257061733263,56,€€
329,THE POINT,-6.230852,53.346867,40,Patrick Guilbaud Restaurant,21 Upper Merrion Street,4.4,1741.9392940477285,76,€€€€
330,GEORGES QUAY,-6.252192,53.347508,20,The Boxty House,20-21 Temple Bar,4.3,694.4633806523398,1231,€€€
331,GEORGES QUAY,-6.252192,53.347508,20,The Pig's Ear,4 Nassau Street,4.3,603.6722810782511,238,€€€
332,GEORGES QUAY,-6.252192,53.347508,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,734.3638096510708,229,€€
333,GEORGES QUAY,-6.252192,53.347508,20,IL Vicoletto,5 Crow Street,4.5,838.7971006713717,131,€€€
334,GEORGES QUAY,-6.252192,53.347508,20,The Bank on College Green,20-22 College Green,4.4,712.3047978901244,441,€€€
335,GEORGES QUAY,-6.252192,53.347508,20,Pichet,14-15 Trinity Street,4.3,778.9664490202001,116,€€€
336,GEORGES QUAY,-6.252192,53.347508,20,Darkey Kellys,Hotel Harding,4.6,1253.5128238574553,263,€€
337,GEORGES QUAY,-6.252192,53.347508,20,Featherblade,51B Dawson Street,4.4,769.7936006178262,122,€€
338,GEORGES QUAY,-6.252192,53.347508,20,F.X.Buckley,2 Crow Street,4.6,839.4068628208612,120,€€€
339,GEORGES QUAY,-6.252192,53.347508,20,Bunsen,22 Essex Street E,4.5,844.5960302862729,215,€€
340,BROADSTONE,-6.272314,53.3547,30,The Boxty House,20-21 Temple Bar,4.3,1202.6876396752773,1231,€€€
341,BROADSTONE,-6.272314,53.3547,30,The Old Mill Restaurant,14 Temple Bar Square,4.5,1167.929032962273,229,€€
342,BROADSTONE,-6.272314,53.3547,30,IL Vicoletto,5 Crow Street,4.5,1267.7717029309483,131,€€€
343,BROADSTONE,-6.272314,53.3547,30,The Pig's Ear,4 Nassau Street,4.3,1805.2130519170769,238,€€€
344,BROADSTONE,-6.272314,53.3547,30,Darkey Kellys,Hotel Harding,4.6,1208.9902857416346,263,€€
345,BROADSTONE,-6.272314,53.3547,30,The Bank on College Green,20-22 College Green,4.4,1361.7809605552611,441,€€€
346,BROADSTONE,-6.272314,53.3547,30,L Mulligan Grocer,18 Stoneybatter,4.3,783.8347496445692,215,€€
347,BROADSTONE,-6.272314,53.3547,30,Featherblade,51B Dawson Street,4.4,1720.2213169253478,122,€€
348,BROADSTONE,-6.272314,53.3547,30,F.X.Buckley,2 Crow Street,4.6,1253.3997595228218,120,€€€
349,BROADSTONE,-6.272314,53.3547,30,Bunsen,22 Essex Street E,4.5,1138.1112246983814,215,€€
350,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Ryans Of Parkgate Street,28 Parkgate Street,4.4,296.2874200837521,66,€€
351,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,281.3011917144336,97,€€
352,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,L Mulligan Grocer,18 Stoneybatter,4.3,1113.3121248539037,215,€€
353,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,The Brazen Head,20 Bridge Street Lower,4.2,1442.9821501906986,906,€€€
354,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Fish Shop,76 Benburb Street,4.6,1051.971807865032,62,
355,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Arthur's Pub,28 Thomas Street,4.3,1143.8958439381588,92,€€
356,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1705.7951612041795,209,€€
357,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Union8,740 S Circular Road,4.1,933.2625153109612,55,€€
358,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Jameson Distillery Bow St,Bow Street,4.5,1366.2761736851128,650,€€
359,HEUSTON STATION (CAR PARK),-6.297804,53.346985,40,Guinness Storehouse,St James's Gate,4.2,937.4588511055908,1830,€€
360,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,The Boxty House,20-21 Temple Bar,4.3,915.23407813948,1231,€€€
361,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,Kimchi Hophouse,160-161 Parnell Street,4.0,295.2014736656197,154,€€
362,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,Chapter One,Basement of The Writers Museum,4.5,112.8668331883312,111,€€€€
363,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,Bleecker Street Cafe Bar,68 Dorset Street,4.6,371.43858204397054,58,€€
364,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,Pho Viet,162 Parnell Street,4.0,298.21581584722253,95,€€
365,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,894.2189109734114,229,€€
366,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,IL Vicoletto,5 Crow Street,4.5,1032.5632196509778,131,€€€
367,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,The Pig's Ear,4 Nassau Street,4.3,1451.966807456946,238,€€€
368,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,Darkey Kellys,Hotel Harding,4.6,1138.5578174839122,263,€€
369,PARNELL SQUARE NORTH,-6.26530144781526,53.3537415547453,20,The Parnell Heritage Bar & Grill,72-74 Parnell Street,4.0,273.97335245401894,76,€€
370,PARNELL STREET,-6.265125,53.350929,20,The Boxty House,20-21 Temple Bar,4.3,610.6211671988232,1231,€€€
371,PARNELL STREET,-6.265125,53.350929,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,586.1130008680793,229,€€
372,PARNELL STREET,-6.265125,53.350929,20,Kimchi Hophouse,160-161 Parnell Street,4.0,366.1984673393073,154,€€
373,PARNELL STREET,-6.265125,53.350929,20,The Parnell Heritage Bar & Grill,72-74 Parnell Street,4.0,244.73749258207008,76,€€
374,PARNELL STREET,-6.265125,53.350929,20,Bunsen,22 Essex Street E,4.5,595.2712127773051,215,€€
375,PARNELL STREET,-6.265125,53.350929,20,IL Vicoletto,5 Crow Street,4.5,720.4247843103099,131,€€€
376,PARNELL STREET,-6.265125,53.350929,20,The Pig's Ear,4 Nassau Street,4.3,1180.689333043906,238,€€€
377,PARNELL STREET,-6.265125,53.350929,20,Cafe Azteca,,4.3,343.16859845646667,155,€€
378,PARNELL STREET,-6.265125,53.350929,20,Arisu Korean Restaurant,119-120 Capel Street,4.0,343.06829986625854,88,€€
379,PARNELL STREET,-6.265125,53.350929,20,F.X.Buckley,2 Crow Street,4.6,706.793824460517,120,€€€
380,AVONDALE ROAD,-6.276142,53.359405,35,L Mulligan Grocer,18 Stoneybatter,4.3,992.2852504317036,215,€€
381,AVONDALE ROAD,-6.276142,53.359405,35,Bleecker Street Cafe Bar,68 Dorset Street,4.6,841.4150912015853,58,€€
382,AVONDALE ROAD,-6.276142,53.359405,35,Merchant's Arch Bar,48-49 Wellington quay,4.1,1726.6921925088627,155,€€
383,AVONDALE ROAD,-6.276142,53.359405,35,The Winding Stair,40 Ormond Quay Lower,4.2,1640.342487395736,240,€€€
384,AVONDALE ROAD,-6.276142,53.359405,35,The Back Page,199 Phibsboro Road,4.1,224.8411543235942,25,€
385,AVONDALE ROAD,-6.276142,53.359405,35,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1716.357753403456,66,€€
386,AVONDALE ROAD,-6.276142,53.359405,35,White Moose Cafe,268-272 North Circular Rd,3.9,246.3647712054206,60,€€
387,AVONDALE ROAD,-6.276142,53.359405,35,Kimchi Hophouse,160-161 Parnell Street,4.0,1225.8868079486615,154,€€
388,AVONDALE ROAD,-6.276142,53.359405,35,Chapter One,Basement of The Writers Museum,4.5,979.1945339835266,111,€€€€
389,AVONDALE ROAD,-6.276142,53.359405,35,Two Boys Brew,375 North Circular Road,4.6,345.48126828868493,33,€
390,YORK STREET WEST,-6.264699,53.339334,40,The Hairy Lemon,Stephen Street,4.1,217.82111229550048,399,€€
391,YORK STREET WEST,-6.264699,53.339334,40,Las Tapas de Lola,12 Wexford Street,4.5,266.8579078535429,121,€€
392,YORK STREET WEST,-6.264699,53.339334,40,The Boxty House,20-21 Temple Bar,4.3,728.9109735265696,1231,€€€
393,YORK STREET WEST,-6.264699,53.339334,40,Sheehans,17 Chatham Street,4.5,265.5702552295845,150,€€
394,YORK STREET WEST,-6.264699,53.339334,40,Darwins,80 Aungier Street,4.2,226.9608758295542,77,€€€
395,YORK STREET WEST,-6.264699,53.339334,40,Shanahan's On The Green,119 St. Stephens Green,4.4,207.68852140920168,77,€€€€
396,YORK STREET WEST,-6.264699,53.339334,40,Platform 61,27 William Street South,4.5,275.9901888156437,36,€€
397,YORK STREET WEST,-6.264699,53.339334,40,The Pig's Ear,4 Nassau Street,4.3,737.6743292307706,238,€€€
398,YORK STREET WEST,-6.264699,53.339334,40,IL Vicoletto,5 Crow Street,4.5,577.6631984422654,131,€€€
399,YORK STREET WEST,-6.264699,53.339334,40,Featherblade,51B Dawson Street,4.4,492.3020683759028,122,€€
400,DAME STREET,-6.266802,53.344007,16,The Boxty House,20-21 Temple Bar,4.3,359.09211458589044,1231,€€€
401,DAME STREET,-6.266802,53.344007,16,Bunsen,22 Essex Street E,4.5,232.86087961803585,215,€€
402,DAME STREET,-6.266802,53.344007,16,Darkey Kellys,Hotel Harding,4.6,218.3549554788164,263,€€
403,DAME STREET,-6.266802,53.344007,16,San Lorenzo's,"Unit 9, Castle House",4.3,155.3487014712883,152,€€
404,DAME STREET,-6.266802,53.344007,16,F.X.Buckley,2 Crow Street,4.6,205.91747437496983,120,€€€
405,DAME STREET,-6.266802,53.344007,16,Bull & Castle,5-7 Lord Edward Street,4.1,238.977594632314,294,€€€
406,DAME STREET,-6.266802,53.344007,16,IL Vicoletto,5 Crow Street,4.5,207.96730099710888,131,€€€
407,DAME STREET,-6.266802,53.344007,16,The Porterhouse Temple Bar,16-18 Parliament Street,4.0,131.28816452532308,400,€€
408,DAME STREET,-6.266802,53.344007,16,The Old Mill Restaurant,14 Temple Bar Square,4.5,329.30562132560965,229,€€
409,DAME STREET,-6.266802,53.344007,16,Yamamori,12-13 South Great George's Street,4.0,177.48712160511235,94,€€
410,CHARLEMONT PLACE,-6.260177,53.330662,40,The Pig's Ear,4 Nassau Street,4.3,1343.1369507469394,238,€€€
411,CHARLEMONT PLACE,-6.260177,53.330662,40,Richmond,43 Richmond Street South,4.7,305.0937521669575,40,€€€
412,CHARLEMONT PLACE,-6.260177,53.330662,40,Featherblade,51B Dawson Street,4.4,1228.1043977854097,122,€€
413,CHARLEMONT PLACE,-6.260177,53.330662,40,Darkey Kellys,Hotel Harding,4.6,1613.2606017037424,263,€€
414,CHARLEMONT PLACE,-6.260177,53.330662,40,Pichet,14-15 Trinity Street,4.3,1506.0768126210758,116,€€€
415,CHARLEMONT PLACE,-6.260177,53.330662,40,Rotana Café,31 South Richmond Street,3.8,265.54259264199425,55,€€
416,CHARLEMONT PLACE,-6.260177,53.330662,40,Viva,27 South Richmond Street,4.6,269.23760427587973,46,€€
417,CHARLEMONT PLACE,-6.260177,53.330662,40,McCafferty's at The Barge,42 Charlemount Street,3.6,16.938813067566258,70,€€
418,CHARLEMONT PLACE,-6.260177,53.330662,40,The Sussex,8/9 Sussex Terrace,4.7,571.3143961351333,53,€€€
419,CHARLEMONT PLACE,-6.260177,53.330662,40,Asahi Asian Street Food,33 Charlemont Street,4.8,103.0285869082289,12,€€
420,HANOVER QUAY EAST,-6.231755,53.343653,40,Paulie's Pizza,58 Grand Canal Street,4.5,713.0225119885229,185,€€
421,HANOVER QUAY EAST,-6.231755,53.343653,40,The Sussex,8/9 Sussex Terrace,4.7,1901.200553300455,53,€€€
422,HANOVER QUAY EAST,-6.231755,53.343653,40,FX Buckley,1A Lower Pembroke St,4.3,1475.2543681782106,95,€€€
423,HANOVER QUAY EAST,-6.231755,53.343653,40,Pearl Brasserie,20 Upper Merrion Street,4.5,1537.645802183981,74,€€€
424,HANOVER QUAY EAST,-6.231755,53.343653,40,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,355.2441900962913,24,€€€
425,HANOVER QUAY EAST,-6.231755,53.343653,40,The Old Spot,14 Bath Avenue,4.5,707.5180896200831,48,€€€
426,HANOVER QUAY EAST,-6.231755,53.343653,40,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1496.5062509088573,178,€€€
427,HANOVER QUAY EAST,-6.231755,53.343653,40,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1357.5161209058122,99,€€
