,name_x,searched_longitude,searched_latitude,number of bikes,name_y,location,rating,distance,review_count,price
428,HANOVER QUAY EAST,-6.231755,53.343653,40,Brookwood,141 Baggot Street Lower,4.2,1537.6414554901853,61,€€€
429,HANOVER QUAY EAST,-6.231755,53.343653,40,The Marker Hotel,Grand Canal Square,4.1,468.39945877145465,86,€€€
430,PARKGATE STREET,-6.291804,53.347972,38,Ryans Of Parkgate Street,28 Parkgate Street,4.4,129.95344132408007,66,€€
431,PARKGATE STREET,-6.291804,53.347972,38,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,146.45940054796745,97,€€
432,PARKGATE STREET,-6.291804,53.347972,38,L Mulligan Grocer,18 Stoneybatter,4.3,711.6545158725345,215,€€
433,PARKGATE STREET,-6.291804,53.347972,38,Darkey Kellys,Hotel Harding,4.6,1510.7339246419428,263,€€
434,PARKGATE STREET,-6.291804,53.347972,38,The Brazen Head,20 Bridge Street Lower,4.2,1080.0540726927943,906,€€€
435,PARKGATE STREET,-6.291804,53.347972,38,Bull & Castle,5-7 Lord Edward Street,4.1,1518.334433740478,294,€€€
436,PARKGATE STREET,-6.291804,53.347972,38,Fish Shop,76 Benburb Street,4.6,658.0048135429952,62,
437,PARKGATE STREET,-6.291804,53.347972,38,Arthur's Pub,28 Thomas Street,4.3,843.1959466161271,92,€€
438,PARKGATE STREET,-6.291804,53.347972,38,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1487.4385891590289,209,€€
439,PARKGATE STREET,-6.291804,53.347972,38,Guinness Storehouse,St James's Gate,4.2,760.2427122273522,1830,€€
440,BROOKFIELD ROAD,-6.300217,53.339005,30,L Mulligan Grocer,18 Stoneybatter,4.3,1801.1232861488288,215,€€
441,BROOKFIELD ROAD,-6.300217,53.339005,30,Union8,740 S Circular Road,4.1,516.4978000426494,55,€€
442,BROOKFIELD ROAD,-6.300217,53.339005,30,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1098.6675035119945,66,€€
443,BROOKFIELD ROAD,-6.300217,53.339005,30,Fish Shop,76 Benburb Street,4.6,1520.287584550628,62,
444,BROOKFIELD ROAD,-6.300217,53.339005,30,Arthur's Pub,28 Thomas Street,4.3,1328.0531250978092,92,€€
445,BROOKFIELD ROAD,-6.300217,53.339005,30,La Dolce Vita,760 S Circular Road,3.9,572.6888391533564,44,€€
446,BROOKFIELD ROAD,-6.300217,53.339005,30,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1092.2892371334713,97,€€
447,BROOKFIELD ROAD,-6.300217,53.339005,30,Wuff,23 Benburb Street,4.4,1508.4703461110155,132,€€
448,BROOKFIELD ROAD,-6.300217,53.339005,30,Phx Bistro,12 Ellis Quay,4.6,1515.24032129832,64,€€
449,BROOKFIELD ROAD,-6.300217,53.339005,30,Guinness Storehouse,St James's Gate,4.2,963.3871181264371,1830,€€
450,TOWNSEND STREET,-6.254614,53.345922,20,The Boxty House,20-21 Temple Bar,4.3,505.1148091104078,1231,€€€
451,TOWNSEND STREET,-6.254614,53.345922,20,The Pig's Ear,4 Nassau Street,4.3,402.8641803593797,238,€€€
452,TOWNSEND STREET,-6.254614,53.345922,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,549.5796413174548,229,€€
453,TOWNSEND STREET,-6.254614,53.345922,20,Featherblade,51B Dawson Street,4.4,536.4644743977142,122,€€
454,TOWNSEND STREET,-6.254614,53.345922,20,The Bank on College Green,20-22 College Green,4.4,490.1704362213432,441,€€€
455,TOWNSEND STREET,-6.254614,53.345922,20,IL Vicoletto,5 Crow Street,4.5,628.6707885411481,131,€€€
456,TOWNSEND STREET,-6.254614,53.345922,20,Pichet,14-15 Trinity Street,4.3,558.5337935826186,116,€€€
457,TOWNSEND STREET,-6.254614,53.345922,20,F.X.Buckley,2 Crow Street,4.6,631.540581916259,120,€€€
458,TOWNSEND STREET,-6.254614,53.345922,20,The Vintage Kitchen,7 Poolbeg Street,4.4,128.45959344654742,97,€€€
459,TOWNSEND STREET,-6.254614,53.345922,20,Bunsen,22 Essex Street E,4.5,657.4676762603582,215,€€
460,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,L Mulligan Grocer,18 Stoneybatter,4.3,1305.8017871649026,215,€€
461,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,The Brazen Head,20 Bridge Street Lower,4.2,1174.2084934943073,906,€€€
462,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Ryans Of Parkgate Street,28 Parkgate Street,4.4,751.4384227802504,66,€€
463,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Fish Shop,76 Benburb Street,4.6,981.2128567839708,62,
464,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Arthur's Pub,28 Thomas Street,4.3,785.6688953871302,92,€€
465,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Guinness Storehouse,St James's Gate,4.2,429.8438172077944,1830,€€
466,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1118.199191145604,209,€€
467,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,752.7918779736488,97,€€
468,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Jameson Distillery Bow St,Bow Street,4.5,1296.72368726923,650,€€
469,ST JAMES HOSPITAL (LUAS),-6.292951,53.341359,40,Union8,740 S Circular Road,4.1,958.9351662700228,55,€€
470,SOUTH DOCK ROAD,-6.231291,53.341833,30,Paulie's Pizza,58 Grand Canal Street,4.5,532.5370596141864,185,€€
471,SOUTH DOCK ROAD,-6.231291,53.341833,30,The Old Spot,14 Bath Avenue,4.5,514.4661917102912,48,€€€
472,SOUTH DOCK ROAD,-6.231291,53.341833,30,The Sussex,8/9 Sussex Terrace,4.7,1784.5345474574317,53,€€€
473,SOUTH DOCK ROAD,-6.231291,53.341833,30,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1211.816076519494,99,€€
474,SOUTH DOCK ROAD,-6.231291,53.341833,30,FX Buckley,1A Lower Pembroke St,4.3,1418.9874404920372,95,€€€
475,SOUTH DOCK ROAD,-6.231291,53.341833,30,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,390.7226675038913,24,€€€
476,SOUTH DOCK ROAD,-6.231291,53.341833,30,Pearl Brasserie,20 Upper Merrion Street,4.5,1502.5192757482655,74,€€€
477,SOUTH DOCK ROAD,-6.231291,53.341833,30,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1438.2960522705928,178,€€€
478,SOUTH DOCK ROAD,-6.231291,53.341833,30,Brookwood,141 Baggot Street Lower,4.2,1492.8742629192568,61,€€€
479,SOUTH DOCK ROAD,-6.231291,53.341833,30,Juniors,2 Bath Avenue,4.3,537.0949615618122,104,€€
480,MOUNT STREET LOWER,-6.24153,53.33796,40,The Boxty House,20-21 Temple Bar,4.3,1621.8257830370876,1231,€€€
481,MOUNT STREET LOWER,-6.24153,53.33796,40,The Schoolhouse Bar & Restaurant,2-8 Northumberland Rd,3.8,153.37439940978717,67,€€
482,MOUNT STREET LOWER,-6.24153,53.33796,40,Paulie's Pizza,58 Grand Canal Street,4.5,463.704328409086,185,€€
483,MOUNT STREET LOWER,-6.24153,53.33796,40,The Pig's Ear,4 Nassau Street,4.3,1002.1863614815134,238,€€€
484,MOUNT STREET LOWER,-6.24153,53.33796,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,1666.3809107355955,229,€€
485,MOUNT STREET LOWER,-6.24153,53.33796,40,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,514.9640839605601,99,€€
486,MOUNT STREET LOWER,-6.24153,53.33796,40,IL Vicoletto,5 Crow Street,4.5,1646.4519674732376,131,€€€
487,MOUNT STREET LOWER,-6.24153,53.33796,40,The Bank on College Green,20-22 College Green,4.4,1500.3915130603586,441,€€€
488,MOUNT STREET LOWER,-6.24153,53.33796,40,Featherblade,51B Dawson Street,4.4,1191.97769063575,122,€€
489,MOUNT STREET LOWER,-6.24153,53.33796,40,F.X.Buckley,2 Crow Street,4.6,1657.7487433251993,120,€€€
490,GEORGES LANE,-6.279696,53.35023,40,L Mulligan Grocer,18 Stoneybatter,4.3,240.8628621505152,215,€€
491,GEORGES LANE,-6.279696,53.35023,40,The Boxty House,20-21 Temple Bar,4.3,1264.0713725312955,1231,€€€
492,GEORGES LANE,-6.279696,53.35023,40,Fish Shop,76 Benburb Street,4.6,362.8009464240558,62,
493,GEORGES LANE,-6.279696,53.35023,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,1218.0512189056935,229,€€
494,GEORGES LANE,-6.279696,53.35023,40,The Brazen Head,20 Bridge Street Lower,4.2,626.0810821803468,906,€€€
495,GEORGES LANE,-6.279696,53.35023,40,IL Vicoletto,5 Crow Street,4.5,1233.744491805816,131,€€€
496,GEORGES LANE,-6.279696,53.35023,40,The Bank on College Green,20-22 College Green,4.4,1377.267976693492,441,€€€
497,GEORGES LANE,-6.279696,53.35023,40,Darkey Kellys,Hotel Harding,4.6,949.141494301712,263,€€
498,GEORGES LANE,-6.279696,53.35023,40,Pichet,14-15 Trinity Street,4.3,1328.6404293435614,116,€€€
499,GEORGES LANE,-6.279696,53.35023,40,Featherblade,51B Dawson Street,4.4,1706.0729828185276,122,€€
500,BLESSINGTON STREET,-6.26814,53.356769,20,The Boxty House,20-21 Temple Bar,4.3,1290.0456763818752,1231,€€€
501,BLESSINGTON STREET,-6.26814,53.356769,20,Bleecker Street Cafe Bar,68 Dorset Street,4.6,268.2996779293416,58,€€
502,BLESSINGTON STREET,-6.26814,53.356769,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,1265.3286538589764,229,€€
503,BLESSINGTON STREET,-6.26814,53.356769,20,IL Vicoletto,5 Crow Street,4.5,1394.6047397117698,131,€€€
504,BLESSINGTON STREET,-6.26814,53.356769,20,The Bank on College Green,20-22 College Green,4.4,1455.252149175974,441,€€€
505,BLESSINGTON STREET,-6.26814,53.356769,20,L Mulligan Grocer,18 Stoneybatter,4.3,1138.6955001366375,215,€€
506,BLESSINGTON STREET,-6.26814,53.356769,20,Darkey Kellys,Hotel Harding,4.6,1435.8111559177548,263,€€
507,BLESSINGTON STREET,-6.26814,53.356769,20,Bunsen,22 Essex Street E,4.5,1266.4383785521995,215,€€
508,BLESSINGTON STREET,-6.26814,53.356769,20,F.X.Buckley,2 Crow Street,4.6,1380.629711753937,120,€€€
509,BLESSINGTON STREET,-6.26814,53.356769,20,Pichet,14-15 Trinity Street,4.3,1454.055026704479,116,€€€
510,SIR PATRICK DUN'S,-6.240642,53.339218,40,The Boxty House,20-21 Temple Bar,4.3,1604.316941654054,1231,€€€
511,SIR PATRICK DUN'S,-6.240642,53.339218,40,The Schoolhouse Bar & Restaurant,2-8 Northumberland Rd,3.8,218.5648135974657,67,€€
512,SIR PATRICK DUN'S,-6.240642,53.339218,40,Paulie's Pizza,58 Grand Canal Street,4.5,446.1426590760769,185,€€
513,SIR PATRICK DUN'S,-6.240642,53.339218,40,The Pig's Ear,4 Nassau Street,4.3,997.9721350830694,238,€€€
514,SIR PATRICK DUN'S,-6.240642,53.339218,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,1649.9109280566397,229,€€
515,SIR PATRICK DUN'S,-6.240642,53.339218,40,The Bank on College Green,20-22 College Green,4.4,1494.3543341376314,441,€€€
516,SIR PATRICK DUN'S,-6.240642,53.339218,40,Featherblade,51B Dawson Street,4.4,1208.6414717166306,122,€€
517,SIR PATRICK DUN'S,-6.240642,53.339218,40,Pichet,14-15 Trinity Street,4.3,1549.4122176299545,116,€€€
518,SIR PATRICK DUN'S,-6.240642,53.339218,40,Mamma Mia,2 Grattan Street,4.5,206.26147546404127,33,€€
519,SIR PATRICK DUN'S,-6.240642,53.339218,40,Osteria Lucio,The Malting Tower,4.3,123.71677618727348,42,€€€
520,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Bleecker Street Cafe Bar,68 Dorset Street,4.6,383.7659383379369,58,€€
521,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,L Mulligan Grocer,18 Stoneybatter,4.3,1745.4639385958062,215,€€
522,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,The Winding Stair,40 Ormond Quay Lower,4.2,1459.5442161637427,240,€€€
523,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Kimchi Hophouse,160-161 Parnell Street,4.0,726.1155174721785,154,€€
524,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Chapter One,Basement of The Writers Museum,4.5,629.7331312589263,111,€€€€
525,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Independent Pizza,28 Drumcondra Road Lower,4.2,372.7963316629789,38,€€
526,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Le Petit Breton,1A Drumcondra Road Lower,4.5,263.18525864767025,18,€€
527,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Cafe Azteca,,4.3,1091.791374315012,155,€€
528,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,Fish Shop,76 Benburb Street,4.6,1986.9001640553088,62,
529,NORTH CIRCULAR ROAD,-6.260348,53.359624,30,The Woollen Mills,42 Lower Ormond Quay,3.9,1456.362472242546,136,€€
530,MOLESWORTH STREET,-6.258117,53.341288,20,Featherblade,51B Dawson Street,4.4,44.44849653173981,122,€€
531,MOLESWORTH STREET,-6.258117,53.341288,20,The Pig's Ear,4 Nassau Street,4.3,249.66185547170616,238,€€€
532,MOLESWORTH STREET,-6.258117,53.341288,20,The Boxty House,20-21 Temple Bar,4.3,562.8815319435425,1231,€€€
533,MOLESWORTH STREET,-6.258117,53.341288,20,Sheehans,17 Chatham Street,4.5,245.7877037778399,150,€€
534,MOLESWORTH STREET,-6.258117,53.341288,20,Café en Seine,40 Dawson St,3.8,75.93045242323377,192,€€
535,MOLESWORTH STREET,-6.258117,53.341288,20,The Porterhouse Central,45-47 Nassau Street,3.8,201.72503997411712,149,€€
536,MOLESWORTH STREET,-6.258117,53.341288,20,Bunsen,3 Anne Street S,4.7,131.75889049390602,77,€€
537,MOLESWORTH STREET,-6.258117,53.341288,20,Dolce Sicily,20 South Anne Street,4.4,62.234578259600376,81,€€
538,MOLESWORTH STREET,-6.258117,53.341288,20,The Counter,20 Suffolk Street,3.8,270.9725148654041,113,€€
539,MOLESWORTH STREET,-6.258117,53.341288,20,One Pico,5-6 Molesworth Place,4.6,98.17528035162891,38,€€€€
540,EMMET ROAD,-6.308191,53.340714,40,Union8,740 S Circular Road,4.1,56.2104425282045,55,€€
541,EMMET ROAD,-6.308191,53.340714,40,La Dolce Vita,760 S Circular Road,3.9,120.6174867683534,44,€€
542,EMMET ROAD,-6.308191,53.340714,40,Kilmainham Gaol,Inchicore Rd,4.7,175.57015320429284,269,
543,EMMET ROAD,-6.308191,53.340714,40,LimeTree Cafe,Kilmainham Square,4.3,219.09989038534303,44,€€
544,EMMET ROAD,-6.308191,53.340714,40,The Patriot Inn,760 South Circular Road,3.6,114.00992148917628,43,€€
545,EMMET ROAD,-6.308191,53.340714,40,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1262.344100649127,66,€€
546,EMMET ROAD,-6.308191,53.340714,40,Guinness Storehouse,St James's Gate,4.2,1443.4148902972368,1830,€€
547,EMMET ROAD,-6.308191,53.340714,40,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1249.7874990828504,97,€€
548,EMMET ROAD,-6.308191,53.340714,40,Phoenix Park,,4.6,1239.314822082585,109,
549,EMMET ROAD,-6.308191,53.340714,40,The Natural Bakery,631 South Circular Road,3.5,82.80647135938436,15,€€€
550,HARDWICKE PLACE,-6.263232,53.357043,25,The Boxty House,20-21 Temple Bar,4.3,1260.9310446560664,1231,€€€
551,HARDWICKE PLACE,-6.263232,53.357043,25,Bleecker Street Cafe Bar,68 Dorset Street,4.6,58.858213063806375,58,€€
552,HARDWICKE PLACE,-6.263232,53.357043,25,The Old Mill Restaurant,14 Temple Bar Square,4.5,1247.1055297159314,229,€€
553,HARDWICKE PLACE,-6.263232,53.357043,25,Chapter One,Basement of The Writers Museum,4.5,298.5465493490792,111,€€€€
554,HARDWICKE PLACE,-6.263232,53.357043,25,IL Vicoletto,5 Crow Street,4.5,1395.1906212621543,131,€€€
555,HARDWICKE PLACE,-6.263232,53.357043,25,The Bank on College Green,20-22 College Green,4.4,1421.7191157124194,441,€€€
556,HARDWICKE PLACE,-6.263232,53.357043,25,Bunsen,22 Essex Street E,4.5,1276.469780822293,215,€€
557,HARDWICKE PLACE,-6.263232,53.357043,25,Darkey Kellys,Hotel Harding,4.6,1529.6874821191166,263,€€
558,HARDWICKE PLACE,-6.263232,53.357043,25,F.X.Buckley,2 Crow Street,4.6,1382.391227708721,120,€€€
559,HARDWICKE PLACE,-6.263232,53.357043,25,Pichet,14-15 Trinity Street,4.3,1435.9960288456834,116,€€€
560,MERRION SQUARE SOUTH,-6.248606,53.338614,40,FX Buckley,1A Lower Pembroke St,4.3,228.4264516488012,95,€€€
561,MERRION SQUARE SOUTH,-6.248606,53.338614,40,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,251.78760574939935,178,€€€
562,MERRION SQUARE SOUTH,-6.248606,53.338614,40,The Boxty House,20-21 Temple Bar,4.3,1200.23399064893,1231,€€€
563,MERRION SQUARE SOUTH,-6.248606,53.338614,40,Pearl Brasserie,20 Upper Merrion Street,4.5,304.61188298571227,74,€€€
564,MERRION SQUARE SOUTH,-6.248606,53.338614,40,Brookwood,141 Baggot Street Lower,4.2,288.9256740792203,61,€€€
565,MERRION SQUARE SOUTH,-6.248606,53.338614,40,The Pig's Ear,4 Nassau Street,4.3,578.7161073873523,238,€€€
566,MERRION SQUARE SOUTH,-6.248606,53.338614,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,1242.227882513764,229,€€
567,MERRION SQUARE SOUTH,-6.248606,53.338614,40,IL Vicoletto,5 Crow Street,4.5,1201.316735851625,131,€€€
568,MERRION SQUARE SOUTH,-6.248606,53.338614,40,BANG Restaurant & Bar,11 Merrion Row,4.2,420.2495993289853,83,€€€
569,MERRION SQUARE SOUTH,-6.248606,53.338614,40,The Bank on College Green,20-22 College Green,4.4,1063.1215076562662,441,€€€
570,TALBOT STREET,-6.25294,53.350974,40,The Boxty House,20-21 Temple Bar,4.3,848.8064929089356,1231,€€€
571,TALBOT STREET,-6.25294,53.350974,40,The Old Mill Restaurant,14 Temple Bar Square,4.5,873.8422128287075,229,€€
572,TALBOT STREET,-6.25294,53.350974,40,The Pig's Ear,4 Nassau Street,4.3,972.0406231841032,238,€€€
573,TALBOT STREET,-6.25294,53.350974,40,IL Vicoletto,5 Crow Street,4.5,1017.8223830979916,131,€€€
574,TALBOT STREET,-6.25294,53.350974,40,Celt Pub,81 Talbot Street,4.3,141.01061037543562,129,€€
575,TALBOT STREET,-6.25294,53.350974,40,Thai Spice,3a Talbot Place,4.4,115.58822997492084,61,€€
576,TALBOT STREET,-6.25294,53.350974,40,The Bank on College Green,20-22 College Green,4.4,933.8518360410012,441,€€€
577,TALBOT STREET,-6.25294,53.350974,40,Pichet,14-15 Trinity Street,4.3,989.3970237492858,116,€€€
578,TALBOT STREET,-6.25294,53.350974,40,Featherblade,51B Dawson Street,4.4,1097.4704632986604,122,€€
579,TALBOT STREET,-6.25294,53.350974,40,F.X.Buckley,2 Crow Street,4.6,1013.0976089180492,120,€€€
580,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,BANG Restaurant & Bar,11 Merrion Row,4.2,96.20700466858554,83,€€€
581,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,312.4596198211838,178,€€€
582,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,The Boxty House,20-21 Temple Bar,4.3,969.0828701571272,1231,€€€
583,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,Pearl Brasserie,20 Upper Merrion Street,4.5,200.08166525405204,74,€€€
584,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,Brookwood,141 Baggot Street Lower,4.2,218.9257483614429,61,€€€
585,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,FX Buckley,1A Lower Pembroke St,4.3,320.04036384031707,95,€€€
586,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,The Pig's Ear,4 Nassau Street,4.3,504.854878945979,238,€€€
587,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,Featherblade,51B Dawson Street,4.4,453.59271328861007,122,€€
588,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,The Greenhouse,19 Dawson Street,4.5,295.10452989424226,51,€€€€
589,ST. STEPHEN'S GREEN EAST,-6.256035,53.337824,40,One Pico,5-6 Molesworth Place,4.6,312.0351074106694,38,€€€€
590,GRAND CANAL DOCK,-6.238695,53.342638,40,The Marker Hotel,Grand Canal Square,4.1,167.4985017972063,86,€€€
591,GRAND CANAL DOCK,-6.238695,53.342638,40,The Pig's Ear,4 Nassau Street,4.3,1067.1645190717113,238,€€€
592,GRAND CANAL DOCK,-6.238695,53.342638,40,Featherblade,51B Dawson Street,4.4,1311.6571767488194,122,€€
593,GRAND CANAL DOCK,-6.238695,53.342638,40,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,119.30434257808446,24,€€€
594,GRAND CANAL DOCK,-6.238695,53.342638,40,Paulie's Pizza,58 Grand Canal Street,4.5,635.9975370418339,185,€€
595,GRAND CANAL DOCK,-6.238695,53.342638,40,Nutbutter,Forbes St,4.6,217.3305169289708,25,
596,GRAND CANAL DOCK,-6.238695,53.342638,40,Osteria Lucio,The Malting Tower,4.3,291.17647890574534,42,€€€
597,GRAND CANAL DOCK,-6.238695,53.342638,40,Herbstreet,Hanover Quay,4.1,195.0272943347481,172,€€
598,GRAND CANAL DOCK,-6.238695,53.342638,40,FX Buckley,1A Lower Pembroke St,4.3,1023.5707727433246,95,€€€
599,GRAND CANAL DOCK,-6.238695,53.342638,40,The Sussex,8/9 Sussex Terrace,4.7,1521.039881704295,53,€€€
600,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,The Boxty House,20-21 Temple Bar,4.3,1200.811865587428,1231,€€€
601,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,Bleecker Street Cafe Bar,68 Dorset Street,4.6,375.3784412078581,58,€€
602,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,Kimchi Hophouse,160-161 Parnell Street,4.0,389.178321423285,154,€€
603,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,The Old Mill Restaurant,14 Temple Bar Square,4.5,1198.7357546058545,229,€€
604,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,The Bank on College Green,20-22 College Green,4.4,1347.982919004948,441,€€€
605,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,IL Vicoletto,5 Crow Street,4.5,1356.525945997447,131,€€€
606,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,Darkey Kellys,Hotel Harding,4.6,1575.0790325887735,263,€€
607,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,Bunsen,22 Essex Street E,4.5,1254.027177909568,215,€€
608,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,F.X.Buckley,2 Crow Street,4.6,1345.5731982040804,120,€€€
609,MOUNTJOY SQUARE WEST,-6.258586,53.356299,30,Pichet,14-15 Trinity Street,4.3,1376.8522909869648,116,€€€
610,FREDERICK STREET SOUTH,-6.256853,53.341515,40,The Pig's Ear,4 Nassau Street,4.3,164.09163598008763,238,€€€
611,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Featherblade,51B Dawson Street,4.4,102.81210948760044,122,€€
612,FREDERICK STREET SOUTH,-6.256853,53.341515,40,The Boxty House,20-21 Temple Bar,4.3,587.6231127125272,1231,€€€
613,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Bunsen,3 Anne Street S,4.7,217.7121955707761,77,€€
614,FREDERICK STREET SOUTH,-6.256853,53.341515,40,The Porterhouse Central,45-47 Nassau Street,3.8,214.9780096592181,149,€€
615,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Café en Seine,40 Dawson St,3.8,149.98459130766668,192,€€
616,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Dunne & Crescenzi,14 St Frederick Street,4.1,98.78884465403868,105,€€
617,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Sheehans,17 Chatham Street,4.5,332.7240910502833,150,€€
618,FREDERICK STREET SOUTH,-6.256853,53.341515,40,Marco Pierre White,51 Dawson Street,3.8,102.5852963247044,88,€€€
619,FREDERICK STREET SOUTH,-6.256853,53.341515,40,The Counter,20 Suffolk Street,3.8,298.6659230611769,113,€€
620,GOLDEN LANE,-6.267732,53.340803,20,The Boxty House,20-21 Temple Bar,4.3,657.997745176562,1231,€€€
621,GOLDEN LANE,-6.267732,53.340803,20,The Hairy Lemon,Stephen Street,4.1,259.1460542249436,399,€€
622,GOLDEN LANE,-6.267732,53.340803,20,Darkey Kellys,Hotel Harding,4.6,379.0969295388708,263,€€
623,GOLDEN LANE,-6.267732,53.340803,20,Bull & Castle,5-7 Lord Edward Street,4.1,333.4443524274694,294,€€€
624,GOLDEN LANE,-6.267732,53.340803,20,Darwins,80 Aungier Street,4.2,141.87565445813073,77,€€€
625,GOLDEN LANE,-6.267732,53.340803,20,F.X.Buckley,2 Crow Street,4.6,495.441729905875,120,€€€
626,GOLDEN LANE,-6.267732,53.340803,20,San Lorenzo's,"Unit 9, Castle House",4.3,356.4005705134336,152,€€
627,GOLDEN LANE,-6.267732,53.340803,20,IL Vicoletto,5 Crow Street,4.5,487.6730481041571,131,€€€
628,GOLDEN LANE,-6.267732,53.340803,20,Sheehans,17 Chatham Street,4.5,395.56894237984375,150,€€
629,GOLDEN LANE,-6.267732,53.340803,20,The Pig's Ear,4 Nassau Street,4.3,877.1267860032785,238,€€€
630,MERRION SQUARE WEST,-6.251988,53.339764,20,The Pig's Ear,4 Nassau Street,4.3,336.7275936290369,238,€€€
631,MERRION SQUARE WEST,-6.251988,53.339764,20,BANG Restaurant & Bar,11 Merrion Row,4.2,248.39004412679552,83,€€€
632,MERRION SQUARE WEST,-6.251988,53.339764,20,Pearl Brasserie,20 Upper Merrion Street,4.5,171.07519205255304,74,€€€
633,MERRION SQUARE WEST,-6.251988,53.339764,20,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,294.6187209665459,178,€€€
634,MERRION SQUARE WEST,-6.251988,53.339764,20,FX Buckley,1A Lower Pembroke St,4.3,274.9800795212419,95,€€€
635,MERRION SQUARE WEST,-6.251988,53.339764,20,The Boxty House,20-21 Temple Bar,4.3,948.4376399871873,1231,€€€
636,MERRION SQUARE WEST,-6.251988,53.339764,20,Brookwood,141 Baggot Street Lower,4.2,224.14177922854265,61,€€€
637,MERRION SQUARE WEST,-6.251988,53.339764,20,Featherblade,51B Dawson Street,4.4,473.8110261437623,122,€€
638,MERRION SQUARE WEST,-6.251988,53.339764,20,Patrick Guilbaud Restaurant,21 Upper Merrion Street,4.4,161.63929700390247,76,€€€€
639,MERRION SQUARE WEST,-6.251988,53.339764,20,The Old Mill Restaurant,14 Temple Bar Square,4.5,989.3555065916876,229,€€
640,MOUNT BROWN,-6.29719,53.341645,22,L Mulligan Grocer,18 Stoneybatter,4.3,1447.5396437730587,215,€€
641,MOUNT BROWN,-6.29719,53.341645,22,The Brazen Head,20 Bridge Street Lower,4.2,1433.329403988792,906,€€€
642,MOUNT BROWN,-6.29719,53.341645,22,Ryans Of Parkgate Street,28 Parkgate Street,4.4,753.2131494508852,66,€€
