,name,location,rating,distance,review_count,price,searched_latitude,searched_longitude
279,Darkey Kellys,Hotel Harding,4.6,1478.5869205798988,263,€€,53.332763,-6.257942
280,Ryans Of Parkgate Street,28 Parkgate Street,4.4,93.55145160774016,66,€€,53.347802,-6.292432
281,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,109.22842072106438,97,€€,53.347802,-6.292432
282,L Mulligan Grocer,18 Stoneybatter,4.3,757.0075088022752,215,€€,53.347802,-6.292432
283,Darkey Kellys,Hotel Harding,4.6,1545.1643100885467,263,€€,53.347802,-6.292432
284,The Brazen Head,20 Bridge Street Lower,4.2,1114.2882880993093,906,€€€,53.347802,-6.292432
285,Bull & Castle,5-7 Lord Edward Street,4.1,1551.6060786669675,294,€€€,53.347802,-6.292432
286,Fish Shop,76 Benburb Street,4.6,697.5244894462929,62,,53.347802,-6.292432
287,Arthur's Pub,28 Thomas Street,4.3,866.1727794180507,92,€€,53.347802,-6.292432
288,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1500.9909222207211,209,€€,53.347802,-6.292432
289,Guinness Storehouse,St James's Gate,4.2,763.9857313193743,1830,€€,53.347802,-6.292432
290,The Pig's Ear,4 Nassau Street,4.3,22.612903715426185,238,€€€,53.34218,-6.254485
291,Featherblade,51B Dawson Street,4.4,265.3497046794319,122,€€,53.34218,-6.254485
292,The Boxty House,20-21 Temple Bar,4.3,646.7332113865937,1231,€€€,53.34218,-6.254485
293,Dunne & Crescenzi,14 St Frederick Street,4.1,135.25313520307998,105,€€,53.34218,-6.254485
294,One Pico,5-6 Molesworth Place,4.6,271.3736403691569,38,€€€€,53.34218,-6.254485
295,The Porterhouse Central,45-47 Nassau Street,3.8,303.32066174392656,149,€€,53.34218,-6.254485
296,The Bank on College Green,20-22 College Green,4.4,520.7748212951615,441,€€€,53.34218,-6.254485
297,The Old Mill Restaurant,14 Temple Bar Square,4.5,690.0046256032324,229,€€,53.34218,-6.254485
298,Marco Pierre White,51 Dawson Street,3.8,266.5618743664956,88,€€€,53.34218,-6.254485
299,Pichet,14-15 Trinity Street,4.3,573.5156230043115,116,€€€,53.34218,-6.254485
300,The Boxty House,20-21 Temple Bar,4.3,1563.9429630906902,1231,€€€,53.355954,-6.278378
301,L Mulligan Grocer,18 Stoneybatter,4.3,583.6252162933918,215,€€,53.355954,-6.278378
302,The Old Mill Restaurant,14 Temple Bar Square,4.5,1524.4647088209852,229,€€,53.355954,-6.278378
303,IL Vicoletto,5 Crow Street,4.5,1600.2999622073298,131,€€€,53.355954,-6.278378
304,The Bank on College Green,20-22 College Green,4.4,1713.8416554701453,441,€€€,53.355954,-6.278378
305,Darkey Kellys,Hotel Harding,4.6,1448.0054568550497,263,€€,53.355954,-6.278378
306,F.X.Buckley,2 Crow Street,4.6,1586.2324653063852,120,€€€,53.355954,-6.278378
307,Pichet,14-15 Trinity Street,4.3,1685.3530805093185,116,€€€,53.355954,-6.278378
308,Bunsen,22 Essex Street E,4.5,1475.3425196512453,215,€€,53.355954,-6.278378
309,Klaw,5A Crown Alley,4.4,1573.153122289197,180,€€,53.355954,-6.278378
310,Richmond,43 Richmond Street South,4.7,84.06685937401986,40,€€€,53.330362,-6.265163
311,Viva,27 South Richmond Street,4.6,78.83246955239234,46,€€,53.330362,-6.265163
312,Rotana Café,31 South Richmond Street,3.8,68.55175552937847,55,€€,53.330362,-6.265163
313,The Pig's Ear,4 Nassau Street,4.3,1496.396004404708,238,€€€,53.330362,-6.265163
314,Featherblade,51B Dawson Street,4.4,1333.914404735566,122,€€,53.330362,-6.265163
315,Darkey Kellys,Hotel Harding,4.6,1541.409794610875,263,€€,53.330362,-6.265163
316,Las Tapas de Lola,12 Wexford Street,4.5,734.8825284616161,121,€€,53.330362,-6.265163
317,Damascus Gate,10 Camden Street Upper,3.9,282.0460483029678,52,€€,53.330362,-6.265163
318,Camden Kitchen,3A Camden Market,4.4,422.07472131537975,63,€€,53.330362,-6.265163
319,Asahi Asian Street Food,33 Charlemont Street,4.8,268.85625821141025,12,€€,53.330362,-6.265163
320,Paulie's Pizza,58 Grand Canal Street,4.5,1074.1597596855436,185,€€,53.346867,-6.230852
321,FX Buckley,1A Lower Pembroke St,4.3,1722.1583632430688,95,€€€,53.346867,-6.230852
322,Pearl Brasserie,20 Upper Merrion Street,4.5,1756.001404033859,74,€€€,53.346867,-6.230852
323,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1696.3537876137943,99,€€,53.346867,-6.230852
324,The Old Spot,14 Bath Avenue,4.5,1069.781562424556,48,€€€,53.346867,-6.230852
325,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1745.2563049625223,178,€€€,53.346867,-6.230852
326,Brookwood,141 Baggot Street Lower,4.2,1768.563036978922,61,€€€,53.346867,-6.230852
327,The Marker Hotel,Grand Canal Square,4.1,606.1823851283111,86,€€€,53.346867,-6.230852
328,Dice Bar,79 Queen Street,4.0,276.8257061733263,56,€€,53.346867,-6.230852
329,Patrick Guilbaud Restaurant,21 Upper Merrion Street,4.4,1741.9392940477283,76,€€€€,53.346867,-6.230852
330,The Boxty House,20-21 Temple Bar,4.3,694.4633806523398,1231,€€€,53.347508,-6.252192
331,The Pig's Ear,4 Nassau Street,4.3,603.6722810782511,238,€€€,53.347508,-6.252192
332,The Old Mill Restaurant,14 Temple Bar Square,4.5,734.3638096510708,229,€€,53.347508,-6.252192
333,IL Vicoletto,5 Crow Street,4.5,838.7971006713717,131,€€€,53.347508,-6.252192
334,The Bank on College Green,20-22 College Green,4.4,712.3047978901244,441,€€€,53.347508,-6.252192
335,Pichet,14-15 Trinity Street,4.3,778.9664490202001,116,€€€,53.347508,-6.252192
336,Darkey Kellys,Hotel Harding,4.6,1253.5128238574553,263,€€,53.347508,-6.252192
337,Featherblade,51B Dawson Street,4.4,769.7936006178262,122,€€,53.347508,-6.252192
338,F.X.Buckley,2 Crow Street,4.6,839.4068628208612,120,€€€,53.347508,-6.252192
339,Bunsen,22 Essex Street E,4.5,844.5960302862729,215,€€,53.347508,-6.252192
340,The Boxty House,20-21 Temple Bar,4.3,1202.6876396752773,1231,€€€,53.3547,-6.272314
341,The Old Mill Restaurant,14 Temple Bar Square,4.5,1167.9290329622727,229,€€,53.3547,-6.272314
342,IL Vicoletto,5 Crow Street,4.5,1267.7717029309483,131,€€€,53.3547,-6.272314
343,The Pig's Ear,4 Nassau Street,4.3,1805.2130519170767,238,€€€,53.3547,-6.272314
344,Darkey Kellys,Hotel Harding,4.6,1208.9902857416346,263,€€,53.3547,-6.272314
345,The Bank on College Green,20-22 College Green,4.4,1361.7809605552611,441,€€€,53.3547,-6.272314
346,L Mulligan Grocer,18 Stoneybatter,4.3,783.8347496445692,215,€€,53.3547,-6.272314
347,Featherblade,51B Dawson Street,4.4,1720.2213169253478,122,€€,53.3547,-6.272314
348,F.X.Buckley,2 Crow Street,4.6,1253.3997595228218,120,€€€,53.3547,-6.272314
349,Bunsen,22 Essex Street E,4.5,1138.1112246983814,215,€€,53.3547,-6.272314
350,Ryans Of Parkgate Street,28 Parkgate Street,4.4,296.2874200837521,66,€€,53.346985,-6.297804
351,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,281.30119171443357,97,€€,53.346985,-6.297804
352,L Mulligan Grocer,18 Stoneybatter,4.3,1113.3121248539035,215,€€,53.346985,-6.297804
353,The Brazen Head,20 Bridge Street Lower,4.2,1442.9821501906986,906,€€€,53.346985,-6.297804
354,Fish Shop,76 Benburb Street,4.6,1051.9718078650321,62,,53.346985,-6.297804
355,Arthur's Pub,28 Thomas Street,4.3,1143.8958439381588,92,€€,53.346985,-6.297804
356,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1705.7951612041797,209,€€,53.346985,-6.297804
357,Union8,740 S Circular Road,4.1,933.2625153109611,55,€€,53.346985,-6.297804
358,Jameson Distillery Bow St,Bow Street,4.5,1366.2761736851128,650,€€,53.346985,-6.297804
359,Guinness Storehouse,St James's Gate,4.2,937.4588511055907,1830,€€,53.346985,-6.297804
360,The Boxty House,20-21 Temple Bar,4.3,915.23407813948,1231,€€€,53.3537415547453,-6.26530144781526
361,Kimchi Hophouse,160-161 Parnell Street,4.0,295.2014736656197,154,€€,53.3537415547453,-6.26530144781526
362,Chapter One,Basement of The Writers Museum,4.5,112.8668331883312,111,€€€€,53.3537415547453,-6.26530144781526
363,Bleecker Street Cafe Bar,68 Dorset Street,4.6,371.43858204397054,58,€€,53.3537415547453,-6.26530144781526
364,Pho Viet,162 Parnell Street,4.0,298.21581584722253,95,€€,53.3537415547453,-6.26530144781526
365,The Old Mill Restaurant,14 Temple Bar Square,4.5,894.2189109734114,229,€€,53.3537415547453,-6.26530144781526
366,IL Vicoletto,5 Crow Street,4.5,1032.5632196509778,131,€€€,53.3537415547453,-6.26530144781526
367,The Pig's Ear,4 Nassau Street,4.3,1451.966807456946,238,€€€,53.3537415547453,-6.26530144781526
368,Darkey Kellys,Hotel Harding,4.6,1138.5578174839122,263,€€,53.3537415547453,-6.26530144781526
369,The Parnell Heritage Bar & Grill,72-74 Parnell Street,4.0,273.97335245401894,76,€€,53.3537415547453,-6.26530144781526
370,The Boxty House,20-21 Temple Bar,4.3,610.6211671988232,1231,€€€,53.350929,-6.265125
371,The Old Mill Restaurant,14 Temple Bar Square,4.5,586.1130008680793,229,€€,53.350929,-6.265125
372,Kimchi Hophouse,160-161 Parnell Street,4.0,366.1984673393073,154,€€,53.350929,-6.265125
373,The Parnell Heritage Bar & Grill,72-74 Parnell Street,4.0,244.73749258207008,76,€€,53.350929,-6.265125
374,Bunsen,22 Essex Street E,4.5,595.2712127773051,215,€€,53.350929,-6.265125
375,IL Vicoletto,5 Crow Street,4.5,720.4247843103099,131,€€€,53.350929,-6.265125
376,The Pig's Ear,4 Nassau Street,4.3,1180.689333043906,238,€€€,53.350929,-6.265125
377,Cafe Azteca,,4.3,343.16859845646667,155,€€,53.350929,-6.265125
378,Arisu Korean Restaurant,119-120 Capel Street,4.0,343.06829986625854,88,€€,53.350929,-6.265125
379,F.X.Buckley,2 Crow Street,4.6,706.793824460517,120,€€€,53.350929,-6.265125
380,L Mulligan Grocer,18 Stoneybatter,4.3,992.2852504317035,215,€€,53.359405,-6.276142
381,Bleecker Street Cafe Bar,68 Dorset Street,4.6,841.4150912015853,58,€€,53.359405,-6.276142
382,Merchant's Arch Bar,48-49 Wellington quay,4.1,1726.6921925088627,155,€€,53.359405,-6.276142
383,The Winding Stair,40 Ormond Quay Lower,4.2,1640.342487395736,240,€€€,53.359405,-6.276142
384,The Back Page,199 Phibsboro Road,4.1,224.8411543235942,25,€,53.359405,-6.276142
385,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1716.357753403456,66,€€,53.359405,-6.276142
386,White Moose Cafe,268-272 North Circular Rd,3.9,246.3647712054206,60,€€,53.359405,-6.276142
387,Kimchi Hophouse,160-161 Parnell Street,4.0,1225.8868079486617,154,€€,53.359405,-6.276142
388,Chapter One,Basement of The Writers Museum,4.5,979.1945339835266,111,€€€€,53.359405,-6.276142
389,Two Boys Brew,375 North Circular Road,4.6,345.48126828868493,33,€,53.359405,-6.276142
390,The Hairy Lemon,Stephen Street,4.1,217.82111229550046,399,€€,53.339334,-6.264699
391,Las Tapas de Lola,12 Wexford Street,4.5,266.8579078535429,121,€€,53.339334,-6.264699
392,The Boxty House,20-21 Temple Bar,4.3,728.9109735265696,1231,€€€,53.339334,-6.264699
393,Sheehans,17 Chatham Street,4.5,265.5702552295845,150,€€,53.339334,-6.264699
394,Darwins,80 Aungier Street,4.2,226.9608758295542,77,€€€,53.339334,-6.264699
395,Shanahan's On The Green,119 St. Stephens Green,4.4,207.68852140920168,77,€€€€,53.339334,-6.264699
396,Platform 61,27 William Street South,4.5,275.9901888156437,36,€€,53.339334,-6.264699
397,The Pig's Ear,4 Nassau Street,4.3,737.6743292307706,238,€€€,53.339334,-6.264699
398,IL Vicoletto,5 Crow Street,4.5,577.6631984422654,131,€€€,53.339334,-6.264699
399,Featherblade,51B Dawson Street,4.4,492.30206837590276,122,€€,53.339334,-6.264699
400,The Boxty House,20-21 Temple Bar,4.3,359.09211458589044,1231,€€€,53.344007,-6.266802
401,Bunsen,22 Essex Street E,4.5,232.86087961803585,215,€€,53.344007,-6.266802
402,Darkey Kellys,Hotel Harding,4.6,218.35495547881638,263,€€,53.344007,-6.266802
403,San Lorenzo's,"Unit 9, Castle House",4.3,155.3487014712883,152,€€,53.344007,-6.266802
404,F.X.Buckley,2 Crow Street,4.6,205.91747437496986,120,€€€,53.344007,-6.266802
405,Bull & Castle,5-7 Lord Edward Street,4.1,238.97759463231398,294,€€€,53.344007,-6.266802
406,IL Vicoletto,5 Crow Street,4.5,207.96730099710888,131,€€€,53.344007,-6.266802
407,The Porterhouse Temple Bar,16-18 Parliament Street,4.0,131.28816452532308,400,€€,53.344007,-6.266802
408,The Old Mill Restaurant,14 Temple Bar Square,4.5,329.30562132560965,229,€€,53.344007,-6.266802
409,Yamamori,12-13 South Great George's Street,4.0,177.48712160511235,94,€€,53.344007,-6.266802
410,The Pig's Ear,4 Nassau Street,4.3,1343.1369507469394,238,€€€,53.330662,-6.260177
411,Richmond,43 Richmond Street South,4.7,305.0937521669575,40,€€€,53.330662,-6.260177
412,Featherblade,51B Dawson Street,4.4,1228.1043977854097,122,€€,53.330662,-6.260177
413,Darkey Kellys,Hotel Harding,4.6,1613.2606017037424,263,€€,53.330662,-6.260177
414,Pichet,14-15 Trinity Street,4.3,1506.0768126210758,116,€€€,53.330662,-6.260177
415,Rotana Café,31 South Richmond Street,3.8,265.54259264199425,55,€€,53.330662,-6.260177
416,Viva,27 South Richmond Street,4.6,269.23760427587973,46,€€,53.330662,-6.260177
417,McCafferty's at The Barge,42 Charlemount Street,3.6,16.938813067566258,70,€€,53.330662,-6.260177
418,The Sussex,8/9 Sussex Terrace,4.7,571.3143961351333,53,€€€,53.330662,-6.260177
419,Asahi Asian Street Food,33 Charlemont Street,4.8,103.0285869082289,12,€€,53.330662,-6.260177
420,Paulie's Pizza,58 Grand Canal Street,4.5,713.0225119885229,185,€€,53.343653,-6.231755
421,The Sussex,8/9 Sussex Terrace,4.7,1901.200553300455,53,€€€,53.343653,-6.231755
422,FX Buckley,1A Lower Pembroke St,4.3,1475.2543681782106,95,€€€,53.343653,-6.231755
423,Pearl Brasserie,20 Upper Merrion Street,4.5,1537.645802183981,74,€€€,53.343653,-6.231755
424,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,355.2441900962913,24,€€€,53.343653,-6.231755
425,The Old Spot,14 Bath Avenue,4.5,707.5180896200831,48,€€€,53.343653,-6.231755
426,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1496.5062509088573,178,€€€,53.343653,-6.231755
427,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1357.5161209058122,99,€€,53.343653,-6.231755
428,Brookwood,141 Baggot Street Lower,4.2,1537.6414554901853,61,€€€,53.343653,-6.231755
429,The Marker Hotel,Grand Canal Square,4.1,468.39945877145465,86,€€€,53.343653,-6.231755
430,Ryans Of Parkgate Street,28 Parkgate Street,4.4,129.95344132408007,66,€€,53.347972,-6.291804
431,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,146.45940054796745,97,€€,53.347972,-6.291804
432,L Mulligan Grocer,18 Stoneybatter,4.3,711.6545158725345,215,€€,53.347972,-6.291804
433,Darkey Kellys,Hotel Harding,4.6,1510.7339246419428,263,€€,53.347972,-6.291804
434,The Brazen Head,20 Bridge Street Lower,4.2,1080.0540726927943,906,€€€,53.347972,-6.291804
435,Bull & Castle,5-7 Lord Edward Street,4.1,1518.334433740478,294,€€€,53.347972,-6.291804
436,Fish Shop,76 Benburb Street,4.6,658.0048135429952,62,,53.347972,-6.291804
437,Arthur's Pub,28 Thomas Street,4.3,843.1959466161271,92,€€,53.347972,-6.291804
438,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1487.4385891590289,209,€€,53.347972,-6.291804
439,Guinness Storehouse,St James's Gate,4.2,760.2427122273522,1830,€€,53.347972,-6.291804
440,L Mulligan Grocer,18 Stoneybatter,4.3,1801.1232861488288,215,€€,53.339005,-6.300217
441,Union8,740 S Circular Road,4.1,516.4978000426494,55,€€,53.339005,-6.300217
442,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1098.6675035119945,66,€€,53.339005,-6.300217
443,Fish Shop,76 Benburb Street,4.6,1520.287584550628,62,,53.339005,-6.300217
444,Arthur's Pub,28 Thomas Street,4.3,1328.0531250978092,92,€€,53.339005,-6.300217
445,La Dolce Vita,760 S Circular Road,3.9,572.6888391533564,44,€€,53.339005,-6.300217
446,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1092.2892371334713,97,€€,53.339005,-6.300217
447,Wuff,23 Benburb Street,4.4,1508.4703461110157,132,€€,53.339005,-6.300217
448,Phx Bistro,12 Ellis Quay,4.6,1515.24032129832,64,€€,53.339005,-6.300217
449,Guinness Storehouse,St James's Gate,4.2,963.3871181264371,1830,€€,53.339005,-6.300217
450,The Boxty House,20-21 Temple Bar,4.3,505.1148091104078,1231,€€€,53.345922,-6.254614
451,The Pig's Ear,4 Nassau Street,4.3,402.8641803593797,238,€€€,53.345922,-6.254614
452,The Old Mill Restaurant,14 Temple Bar Square,4.5,549.5796413174548,229,€€,53.345922,-6.254614
453,Featherblade,51B Dawson Street,4.4,536.4644743977142,122,€€,53.345922,-6.254614
454,The Bank on College Green,20-22 College Green,4.4,490.1704362213432,441,€€€,53.345922,-6.254614
455,IL Vicoletto,5 Crow Street,4.5,628.6707885411481,131,€€€,53.345922,-6.254614
456,Pichet,14-15 Trinity Street,4.3,558.5337935826186,116,€€€,53.345922,-6.254614
457,F.X.Buckley,2 Crow Street,4.6,631.540581916259,120,€€€,53.345922,-6.254614
458,The Vintage Kitchen,7 Poolbeg Street,4.4,128.45959344654742,97,€€€,53.345922,-6.254614
459,Bunsen,22 Essex Street E,4.5,657.4676762603582,215,€€,53.345922,-6.254614
460,L Mulligan Grocer,18 Stoneybatter,4.3,1305.8017871649026,215,€€,53.341359,-6.292951
461,The Brazen Head,20 Bridge Street Lower,4.2,1174.2084934943073,906,€€€,53.341359,-6.292951
462,Ryans Of Parkgate Street,28 Parkgate Street,4.4,751.4384227802504,66,€€,53.341359,-6.292951
463,Fish Shop,76 Benburb Street,4.6,981.2128567839707,62,,53.341359,-6.292951
464,Arthur's Pub,28 Thomas Street,4.3,785.6688953871302,92,€€,53.341359,-6.292951
465,Guinness Storehouse,St James's Gate,4.2,429.84381720779436,1830,€€,53.341359,-6.292951
466,Teeling Whiskey Distillery,13-17 Newmarket Square,4.7,1118.199191145604,209,€€,53.341359,-6.292951
467,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,752.7918779736488,97,€€,53.341359,-6.292951
468,Jameson Distillery Bow St,Bow Street,4.5,1296.7236872692301,650,€€,53.341359,-6.292951
469,Union8,740 S Circular Road,4.1,958.9351662700227,55,€€,53.341359,-6.292951
470,Paulie's Pizza,58 Grand Canal Street,4.5,532.5370596141864,185,€€,53.341833,-6.231291
471,The Old Spot,14 Bath Avenue,4.5,514.4661917102912,48,€€€,53.341833,-6.231291
472,The Sussex,8/9 Sussex Terrace,4.7,1784.5345474574315,53,€€€,53.341833,-6.231291
473,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,1211.8160765194941,99,€€,53.341833,-6.231291
474,FX Buckley,1A Lower Pembroke St,4.3,1418.9874404920372,95,€€€,53.341833,-6.231291
475,Charlotte Quay,Charlotte Quay Dock Millennium Tower,4.3,390.72266750389133,24,€€€,53.341833,-6.231291
476,Pearl Brasserie,20 Upper Merrion Street,4.5,1502.5192757482655,74,€€€,53.341833,-6.231291
477,Matt The Thresher,31 -32 Lower Pembroke Street,4.1,1438.2960522705928,178,€€€,53.341833,-6.231291
478,Brookwood,141 Baggot Street Lower,4.2,1492.8742629192568,61,€€€,53.341833,-6.231291
479,Juniors,2 Bath Avenue,4.3,537.0949615618122,104,€€,53.341833,-6.231291
480,The Boxty House,20-21 Temple Bar,4.3,1621.8257830370876,1231,€€€,53.33796,-6.24153
481,The Schoolhouse Bar & Restaurant,2-8 Northumberland Rd,3.8,153.37439940978715,67,€€,53.33796,-6.24153
482,Paulie's Pizza,58 Grand Canal Street,4.5,463.70432840908603,185,€€,53.33796,-6.24153
483,The Pig's Ear,4 Nassau Street,4.3,1002.1863614815134,238,€€€,53.33796,-6.24153
484,The Old Mill Restaurant,14 Temple Bar Square,4.5,1666.3809107355955,229,€€,53.33796,-6.24153
485,Searsons of Baggot Street,42-44 Upper Baggot Street,4.4,514.9640839605601,99,€€,53.33796,-6.24153
486,IL Vicoletto,5 Crow Street,4.5,1646.4519674732376,131,€€€,53.33796,-6.24153
487,The Bank on College Green,20-22 College Green,4.4,1500.3915130603586,441,€€€,53.33796,-6.24153
488,Featherblade,51B Dawson Street,4.4,1191.97769063575,122,€€,53.33796,-6.24153
489,F.X.Buckley,2 Crow Street,4.6,1657.7487433251993,120,€€€,53.33796,-6.24153
490,L Mulligan Grocer,18 Stoneybatter,4.3,240.86286215051518,215,€€,53.35023,-6.279696
491,The Boxty House,20-21 Temple Bar,4.3,1264.0713725312955,1231,€€€,53.35023,-6.279696
492,Fish Shop,76 Benburb Street,4.6,362.8009464240558,62,,53.35023,-6.279696
493,The Old Mill Restaurant,14 Temple Bar Square,4.5,1218.0512189056935,229,€€,53.35023,-6.279696
494,The Brazen Head,20 Bridge Street Lower,4.2,626.0810821803468,906,€€€,53.35023,-6.279696
495,IL Vicoletto,5 Crow Street,4.5,1233.7444918058159,131,€€€,53.35023,-6.279696
496,The Bank on College Green,20-22 College Green,4.4,1377.267976693492,441,€€€,53.35023,-6.279696
497,Darkey Kellys,Hotel Harding,4.6,949.1414943017121,263,€€,53.35023,-6.279696
498,Pichet,14-15 Trinity Street,4.3,1328.6404293435614,116,€€€,53.35023,-6.279696
499,Featherblade,51B Dawson Street,4.4,1706.0729828185276,122,€€,53.35023,-6.279696
500,The Boxty House,20-21 Temple Bar,4.3,1290.0456763818752,1231,€€€,53.356769,-6.26814
501,Bleecker Street Cafe Bar,68 Dorset Street,4.6,268.29967792934156,58,€€,53.356769,-6.26814
502,The Old Mill Restaurant,14 Temple Bar Square,4.5,1265.3286538589764,229,€€,53.356769,-6.26814
503,IL Vicoletto,5 Crow Street,4.5,1394.6047397117698,131,€€€,53.356769,-6.26814
504,The Bank on College Green,20-22 College Green,4.4,1455.252149175974,441,€€€,53.356769,-6.26814
505,L Mulligan Grocer,18 Stoneybatter,4.3,1138.6955001366375,215,€€,53.356769,-6.26814
506,Darkey Kellys,Hotel Harding,4.6,1435.8111559177548,263,€€,53.356769,-6.26814
507,Bunsen,22 Essex Street E,4.5,1266.4383785521995,215,€€,53.356769,-6.26814
508,F.X.Buckley,2 Crow Street,4.6,1380.629711753937,120,€€€,53.356769,-6.26814
509,Pichet,14-15 Trinity Street,4.3,1454.055026704479,116,€€€,53.356769,-6.26814
510,The Boxty House,20-21 Temple Bar,4.3,1604.316941654054,1231,€€€,53.339218,-6.240642
511,The Schoolhouse Bar & Restaurant,2-8 Northumberland Rd,3.8,218.5648135974657,67,€€,53.339218,-6.240642
512,Paulie's Pizza,58 Grand Canal Street,4.5,446.1426590760769,185,€€,53.339218,-6.240642
513,The Pig's Ear,4 Nassau Street,4.3,997.9721350830694,238,€€€,53.339218,-6.240642
514,The Old Mill Restaurant,14 Temple Bar Square,4.5,1649.9109280566395,229,€€,53.339218,-6.240642
515,The Bank on College Green,20-22 College Green,4.4,1494.3543341376314,441,€€€,53.339218,-6.240642
516,Featherblade,51B Dawson Street,4.4,1208.6414717166306,122,€€,53.339218,-6.240642
517,Pichet,14-15 Trinity Street,4.3,1549.4122176299545,116,€€€,53.339218,-6.240642
518,Mamma Mia,2 Grattan Street,4.5,206.26147546404127,33,€€,53.339218,-6.240642
519,Osteria Lucio,The Malting Tower,4.3,123.71677618727347,42,€€€,53.339218,-6.240642
520,Bleecker Street Cafe Bar,68 Dorset Street,4.6,383.7659383379369,58,€€,53.359624,-6.260348
521,L Mulligan Grocer,18 Stoneybatter,4.3,1745.4639385958062,215,€€,53.359624,-6.260348
522,The Winding Stair,40 Ormond Quay Lower,4.2,1459.5442161637427,240,€€€,53.359624,-6.260348
523,Kimchi Hophouse,160-161 Parnell Street,4.0,726.1155174721785,154,€€,53.359624,-6.260348
524,Chapter One,Basement of The Writers Museum,4.5,629.7331312589263,111,€€€€,53.359624,-6.260348
525,Independent Pizza,28 Drumcondra Road Lower,4.2,372.7963316629789,38,€€,53.359624,-6.260348
526,Le Petit Breton,1A Drumcondra Road Lower,4.5,263.18525864767025,18,€€,53.359624,-6.260348
527,Cafe Azteca,,4.3,1091.791374315012,155,€€,53.359624,-6.260348
528,Fish Shop,76 Benburb Street,4.6,1986.9001640553086,62,,53.359624,-6.260348
529,The Woollen Mills,42 Lower Ormond Quay,3.9,1456.3624722425461,136,€€,53.359624,-6.260348
530,Featherblade,51B Dawson Street,4.4,44.44849653173981,122,€€,53.341288,-6.258117
531,The Pig's Ear,4 Nassau Street,4.3,249.66185547170616,238,€€€,53.341288,-6.258117
532,The Boxty House,20-21 Temple Bar,4.3,562.8815319435425,1231,€€€,53.341288,-6.258117
533,Sheehans,17 Chatham Street,4.5,245.7877037778399,150,€€,53.341288,-6.258117
534,Café en Seine,40 Dawson St,3.8,75.93045242323377,192,€€,53.341288,-6.258117
535,The Porterhouse Central,45-47 Nassau Street,3.8,201.72503997411712,149,€€,53.341288,-6.258117
536,Bunsen,3 Anne Street S,4.7,131.75889049390602,77,€€,53.341288,-6.258117
537,Dolce Sicily,20 South Anne Street,4.4,62.234578259600376,81,€€,53.341288,-6.258117
538,The Counter,20 Suffolk Street,3.8,270.9725148654041,113,€€,53.341288,-6.258117
539,One Pico,5-6 Molesworth Place,4.6,98.17528035162891,38,€€€€,53.341288,-6.258117
540,Union8,740 S Circular Road,4.1,56.2104425282045,55,€€,53.340714,-6.308191
541,La Dolce Vita,760 S Circular Road,3.9,120.61748676835339,44,€€,53.340714,-6.308191
542,Kilmainham Gaol,Inchicore Rd,4.7,175.57015320429284,269,,53.340714,-6.308191
543,LimeTree Cafe,Kilmainham Square,4.3,219.09989038534303,44,€€,53.340714,-6.308191
544,The Patriot Inn,760 South Circular Road,3.6,114.00992148917628,43,€€,53.340714,-6.308191
545,Ryans Of Parkgate Street,28 Parkgate Street,4.4,1262.344100649127,66,€€,53.340714,-6.308191
546,Guinness Storehouse,St James's Gate,4.2,1443.4148902972368,1830,€€,53.340714,-6.308191
547,Nancy Hands Bar & Restaurant,30-32 Parkgate Street,3.9,1249.7874990828504,97,€€,53.340714,-6.308191
548,Phoenix Park,,4.6,1239.314822082585,109,,53.340714,-6.308191
549,The Natural Bakery,631 South Circular Road,3.5,82.80647135938436,15,€€€,53.340714,-6.308191
550,The Boxty House,20-21 Temple Bar,4.3,1260.9310446560664,1231,€€€,53.357043,-6.263232
551,Bleecker Street Cafe Bar,68 Dorset Street,4.6,58.858213063806375,58,€€,53.357043,-6.263232
552,The Old Mill Restaurant,14 Temple Bar Square,4.5,1247.1055297159314,229,€€,53.357043,-6.263232
553,Chapter One,Basement of The Writers Museum,4.5,298.54654934907916,111,€€€€,53.357043,-6.263232
554,IL Vicoletto,5 Crow Street,4.5,1395.1906212621545,131,€€€,53.357043,-6.263232
555,The Bank on College Green,20-22 College Green,4.4,1421.7191157124194,441,€€€,53.357043,-6.263232
556,Bunsen,22 Essex Street E,4.5,1276.469780822293,215,€€,53.357043,-6.263232
557,Darkey Kellys,Hotel Harding,4.6,1529.6874821191166,263,€€,53.357043,-6.263232
